FarmID,State,District,Crop,Season,SoilType,IrrigationType,SoilNitrogen_kg_ha,SoilPhosphorus_kg_ha,SoilPotassium_kg_ha,SoilPH,OrganicCarbon_pct,Sulphur_ppm,Zinc_ppm,ElectricalConductivity_dS_m,Temperature_C,Humidity_pct,Rainfall_mm,FarmSize_acres,PreviousYield_kg_acre,YearsOfCultivation,NitrogenRecommendation_kg_acre,PhosphorusRecommendation_kg_acre,PotassiumRecommendation_kg_acre,ExpectedYieldImprovement_pct,EstimatedFertilizerCost_INR_acre,EstimatedFertilizerCost_INR_total
AP00132,Punjab,PUN-07,Wheat,Rabi,Clay,Flood,416,18,110,8.0,0.63,20.0,1.16,1.75,12.8,49.7,454,1.38,1986,1,27.3,13.6,20.9,11.2,2128,2936
AP00133,Punjab,PUN-04,Wheat,Winter,Clay,Drip,691,25,357,6.54,0.56,17.2,0.59,0.1,15.4,58.1,586,1.66,1807,1,11.1,9.1,5.4,9.1,1040,1726
AP00134,Punjab,PUN-16,Wheat,Winter,Sandy,Flood,453,13,168,6.9,0.28,17.0,0.28,0.45,20.8,43.9,449,1.55,2129,10,24.0,18.3,8.8,11.1,1499,2323
AP00135,Punjab,PUN-21,Wheat,Rabi,Silt,Drip,155,8,109,6.79,0.65,7.3,1.25,0.15,19.7,34.3,555,0.25,1620,2,33.0,25.8,10.9,22.3,1998,499
AP00136,Punjab,PUN-08,Wheat,Rabi,Clay,Drip,213,8,73,6.65,0.83,12.0,0.14,0.31,8.8,52.9,492,5.11,2800,4,26.6,19.9,12.5,3.0,1859,9499
AP00137,Punjab,PUN-08,Wheat,Rabi,Loamy,Sprinkler,430,13,168,7.12,0.91,4.6,1.06,0.19,24.6,46.1,571,3.15,2254,3,16.5,14.0,9.3,12.2,1358,4277
AP00138,Punjab,PUN-18,Wheat,Rabi,Silt,Flood,673,33,280,6.94,0.76,6.7,1.56,0.63,24.0,57.4,554,4.21,2345,17,10.3,6.1,4.3,3.0,923,3885
AP00139,Punjab,PUN-04,Wheat,Rabi,Silt,Flood,516,14,244,6.0,0.44,11.1,0.42,2.03,19.5,47.9,511,1.22,2556,9,16.7,11.7,5.3,8.6,1078,1315
AP00140,Punjab,PUN-07,Wheat,Winter,Sandy,Flood,700,29,441,6.06,0.43,5.4,0.25,0.4,16.5,65.8,567,5.0,1608,7,13.5,8.8,5.4,16.2,1079,5395
AP00141,Punjab,PUN-20,Wheat,Rabi,Silt,Flood,72,10,70,7.26,0.75,6.0,0.51,,18.1,54.4,496,3.49,1723,3,32.5,16.0,16.5,25.1,2072,7231
AP00142,Punjab,PUN-08,Wheat,Rabi,Loamy,Flood,237,11,75,7.05,0.73,15.7,0.6,0.38,20.3,32.9,513,1.79,1719,5,38.4,19.9,17.9,25.3,2333,4176
AP00143,Punjab,PUN-04,Wheat,Rabi,Sandy,Drip,175,7,31,6.31,0.42,7.5,0.35,0.1,8.0,34.1,503,1.64,1889,6,41.1,21.3,13.5,16.6,2029,3327
AP00144,Punjab,PUN-05,Wheat,Rabi,Sandy,Flood,155,10,80,7.22,0.55,12.9,0.22,1.05,13.7,44.9,449,14.96,1853,1,55.4,26.1,18.6,18.8,2540,37998
AP00145,Punjab,PUN-13,Wheat,Rabi,Sandy,Sprinkler,686,27,305,6.5,0.53,12.0,0.41,0.1,23.0,34.2,491,1.53,1717,4,16.6,6.4,7.0,13.0,1011,1546
AP00146,Punjab,PUN-11,Wheat,Rabi,Sandy,Sprinkler,349,13,279,6.71,0.49,24.4,0.37,0.16,24.5,42.5,515,1.06,1563,7,32.1,16.7,5.1,14.2,1338,1418
AP00147,Punjab,PUN-07,Wheat,Rabi,Loamy,Flood,340,17,204,7.4,0.57,5.9,0.77,0.1,21.6,66.1,542,0.25,1694,2,25.9,15.0,9.9,18.5,1547,386
AP00148,Punjab,PUN-19,Wheat,Rabi,Loamy,Sprinkler,133,5,74,6.0,0.36,6.1,0.47,0.1,28.0,36.7,538,4.48,2036,13,48.9,27.9,20.3,27.9,2665,11939
AP00149,Punjab,PUN-02,Wheat,Rabi,Silt,Rainfed,638,25,360,7.8,0.74,4.8,1.17,0.11,18.8,67.2,618,17.9,1294,9,12.6,6.5,5.1,17.9,935,16736
AP00150,Punjab,PUN-16,Wheat,Rabi,Clay,Sprinkler,372,11,157,6.85,0.57,7.1,0.1,0.1,15.6,60.9,584,0.25,1577,12,33.5,21.3,11.0,16.5,1789,447
AP00151,Punjab,PUN-21,Wheat,Rabi,Silt,Flood,381,18,111,7.7,0.69,12.0,1.29,0.85,8.2,42.9,587,0.88,2181,19,28.4,10.2,11.6,3.0,1446,1272
AP00152,Punjab,PUN-21,Wheat,Rabi,Loamy,Flood,493,16,279,6.69,0.1,28.7,0.7,0.77,18.7,59.1,570,2.08,2010,4,18.7,14.9,5.6,15.5,1252,2604
AP00153,Punjab,PUN-23,Wheat,Rabi,Clay,Sprinkler,583,29,470,6.69,0.73,28.2,0.31,,28.0,43.1,496,1.99,2022,7,13.7,8.0,5.0,3.0,1000,1990
AP00154,Punjab,PUN-15,Wheat,Rabi,Silt,Drip,390,14,110,7.7,0.81,23.2,0.42,0.1,19.5,47.9,456,1.46,900,4,19.2,17.1,10.6,20.1,1630,2379
AP00155,Punjab,PUN-05,Wheat,Rabi,Loamy,Flood,232,10,75,6.71,0.72,8.0,2.01,,28.0,44.7,527,1.03,1382,1,50.2,32.5,16.0,33.6,2509,2584
AP00156,Punjab,PUN-01,Wheat,Rabi,Silt,Flood,280,20,170,6.89,0.57,12.0,0.24,0.1,18.2,,558,6.3,1627,4,42.5,7.0,7.0,15.3,1247,7856
AP00157,Punjab,PUN-03,Wheat,Rabi,Silt,Sprinkler,163,3,92,7.14,0.54,8.3,0.43,0.55,11.1,51.6,625,1.65,1886,12,47.1,27.4,20.4,27.7,2678,4418
AP00158,Punjab,PUN-13,Wheat,Rabi,Silt,Sprinkler,401,19,175,6.66,0.45,9.2,1.33,2.09,13.4,55.1,400,3.42,1842,1,29.2,11.2,13.1,15.6,1647,5632
AP00159,Punjab,PUN-18,Wheat,Rabi,Sandy,Flood,280,14,279,5.71,0.28,13.5,1.26,0.23,16.3,39.2,475,1.42,2327,17,47.7,19.5,6.0,17.2,1674,2377
AP00160,Punjab,PUN-07,Wheat,Rabi,Loamy,Drip,435,14,208,6.47,0.75,18.2,1.18,0.1,15.5,35.6,440,8.43,2468,2,20.4,12.8,6.8,4.6,1225,10326
AP00161,Punjab,PUN-19,Wheat,Rabi,Loamy,Drip,783,28,377,6.94,0.71,21.1,0.92,0.68,21.8,30.7,574,3.56,1647,3,11.4,6.3,4.6,12.1,843,3001
AP00162,Punjab,PUN-16,Rice,Kharif,Loamy,Drip,50,8,96,6.16,0.88,7.2,2.61,0.1,24.0,55.0,649,1.16,2689,1,45.1,35.1,22.3,24.8,2953,3425
AP00163,Punjab,PUN-08,Rice,Winter,Sandy,Sprinkler,455,16,147,7.5,0.51,5.2,0.6,0.1,17.5,,569,2.5,2813,1,21.2,14.4,10.8,24.7,1492,3730
AP00164,Punjab,PUN-01,Rice,Kharif,Loamy,Drip,427,18,158,6.53,1.0,18.3,1.07,1.4,31.9,78.2,634,0.8,2703,1,16.6,11.8,9.9,14.3,1458,1166
AP00165,Punjab,PUN-21,Rice,Rabi,Loamy,Rainfed,178,7,102,6.35,0.63,2.0,1.15,0.8,17.6,43.8,525,2.49,2881,5,43.4,28.8,15.2,20.0,2457,6117
AP00166,Punjab,PUN-18,Rice,Kharif,Clay,Drip,464,18,238,6.53,0.83,20.7,0.72,1.07,24.0,66.8,645,1.76,2575,4,17.3,10.0,7.4,12.0,1173,2064
AP00167,Punjab,PUN-18,Rice,Kharif,Sandy,Sprinkler,290,18,221,6.04,0.42,25.9,1.2,0.43,28.5,,621,1.42,2608,6,22.0,8.5,5.4,5.5,1111,1577
AP00168,Punjab,PUN-05,Rice,Winter,Sandy,Flood,210,6,89,6.35,0.44,21.4,1.41,1.55,13.2,54.6,482,3.53,2597,1,44.9,22.7,13.7,14.9,2125,7501
AP00169,Punjab,PUN-01,Rice,Kharif,Sandy,Sprinkler,189,9,95,7.07,0.64,5.9,1.25,0.5,36.1,80.6,579,0.97,2254,1,53.0,39.3,19.5,22.4,3014,2923
AP00170,Punjab,PUN-19,Rice,Kharif,Sandy,Flood,252,7,68,6.79,0.18,7.9,1.69,1.19,30.0,,643,1.38,2105,14,39.9,22.9,14.4,17.1,2090,2884
AP00171,Punjab,PUN-22,Rice,Kharif,Silt,Flood,608,31,280,6.99,0.55,4.3,0.56,0.1,31.4,82.4,584,3.69,2039,1,13.3,9.3,4.7,15.5,980,3616
AP00172,Punjab,PUN-18,Rice,Rabi,Loamy,Flood,182,7,20,7.38,0.31,19.1,0.59,2.13,27.5,36.2,490,2.3,2118,2,39.9,19.5,14.0,13.1,2083,4790
AP00173,Punjab,PUN-09,Rice,Kharif,Silt,Drip,435,12,167,7.8,0.48,25.8,1.05,0.1,29.6,76.2,730,9.19,1889,4,21.8,15.1,7.5,12.4,1297,11919
AP00174,Punjab,PUN-11,Rice,Kharif,Silt,Rainfed,98,2,65,7.02,1.25,8.6,1.48,0.41,35.0,74.7,672,0.74,2221,1,39.9,26.4,15.1,17.5,2268,1678
AP00175,Punjab,PUN-04,Rice,Kharif,Loamy,Flood,315,14,207,7.07,0.87,12.6,0.27,2.38,31.2,55.0,635,4.91,1908,1,22.3,16.1,7.6,14.0,1386,6805
AP00176,Punjab,PUN-14,Rice,Winter,Loamy,Flood,661,27,280,6.0,0.78,27.3,0.37,0.1,13.5,65.0,544,3.71,2018,8,10.9,6.7,4.9,8.6,853,3164
AP00177,Punjab,PUN-06,Rice,Kharif,Silt,Flood,358,16,229,7.1,0.74,5.5,0.6,0.88,24.0,85.2,578,5.0,2546,7,27.3,13.2,6.9,11.4,1352,6760
AP00178,Punjab,PUN-20,Rice,Kharif,Silt,Flood,451,16,215,6.62,0.47,4.8,1.1,0.49,36.7,76.0,734,1.3,2117,13,20.2,9.4,7.6,8.3,1179,1532
AP00179,Punjab,PUN-10,Rice,Rabi,Clay,Flood,435,19,219,6.2,0.79,14.2,0.59,0.26,22.0,26.7,535,2.5,2628,1,19.1,15.4,8.4,10.9,1380,3450
AP00180,Punjab,PUN-21,Rice,Kharif,Loamy,Sprinkler,144,10,94,6.23,0.71,6.8,1.75,0.5,32.9,90.0,768,1.02,2412,8,58.4,27.4,18.3,24.2,2540,2590
AP00181,Punjab,PUN-05,Rice,Kharif,Clay,Sprinkler,134,5,45,7.24,1.09,30.9,0.5,1.35,28.1,71.5,699,1.65,2024,1,50.1,27.7,15.4,26.4,2274,3752
AP00182,Punjab,PUN-24,Rice,Kharif,Loamy,Flood,552,15,248,6.22,0.71,17.2,0.75,1.19,29.1,70.0,659,2.5,1653,2,12.4,14.6,6.8,16.1,1194,2985
AP00183,Punjab,PUN-21,Rice,Winter,Clay,Flood,178,8,75,6.78,0.8,8.7,1.43,0.67,16.3,46.8,569,3.23,2164,6,36.5,26.1,16.6,22.2,2289,7393
AP00184,Punjab,PUN-06,Rice,Rabi,Loamy,Rainfed,497,17,249,6.63,0.79,6.8,0.49,0.81,17.3,31.8,563,2.09,2770,13,24.7,10.7,6.3,10.8,1204,2516
AP00185,Punjab,PUN-12,Rice,Winter,Clay,Sprinkler,527,11,172,7.0,0.43,3.2,0.62,1.63,19.4,51.9,409,1.94,2060,1,18.4,21.2,9.8,15.1,1580,3065
AP00186,Punjab,PUN-03,Rice,Kharif,Silt,Flood,353,17,114,7.13,0.61,4.7,0.82,0.56,27.3,73.4,636,4.4,2428,1,22.7,12.8,16.3,11.6,1819,8003
AP00187,Punjab,PUN-16,Rice,Rabi,Loamy,Drip,731,26,302,7.01,0.71,9.8,1.79,0.18,20.2,35.0,518,5.0,2414,8,14.5,7.7,5.6,3.7,1016,5080
AP00188,Punjab,PUN-07,Rice,Winter,Loamy,Drip,593,25,419,7.27,0.52,10.5,1.16,0.98,6.0,38.2,592,1.27,1158,1,10.8,6.7,4.7,8.6,926,1176
AP00189,Punjab,PUN-06,Rice,Kharif,Sandy,Rainfed,169,7,79,5.69,0.12,4.3,2.1,1.12,32.6,71.8,610,1.06,1764,13,51.1,26.3,15.0,27.5,2291,2428
AP00190,Punjab,PUN-13,Rice,Kharif,Clay,Drip,279,8,109,6.69,0.76,7.1,0.24,0.99,29.1,81.9,732,1.11,2455,5,35.8,22.2,15.6,21.8,2199,2440
AP00191,Punjab,PUN-10,Rice,Kharif,Silt,Sprinkler,458,20,216,6.9,0.78,4.1,0.6,0.81,29.5,,598,1.49,3800,4,25.9,13.0,10.0,3.7,1480,2205
AP00192,Punjab,PUN-13,Rice,Rabi,Loamy,Flood,601,40,384,6.86,0.61,9.9,0.59,0.82,18.8,42.1,578,4.88,1775,5,14.1,7.5,6.2,14.5,978,4772
AP00193,Punjab,PUN-14,Rice,Kharif,Sandy,Sprinkler,118,3,60,6.2,0.1,11.1,1.51,0.61,31.5,78.0,620,0.25,1797,25,57.6,26.9,14.6,24.3,2336,584
AP00194,Punjab,PUN-04,Rice,Rabi,Loamy,Flood,313,22,264,6.78,0.7,16.2,0.46,0.37,12.8,42.3,515,1.39,1870,13,31.4,10.3,7.0,13.4,1282,1781
AP00195,Punjab,PUN-11,Rice,Kharif,Silt,Flood,315,20,190,6.57,0.68,12.5,0.56,1.17,32.6,,552,1.25,2478,6,22.4,10.8,9.7,11.2,1443,1803
AP00196,Punjab,PUN-09,Rice,Rabi,Silt,Sprinkler,719,24,280,6.16,0.73,2.9,0.55,0.15,22.7,55.7,502,0.83,2181,7,12.2,7.4,5.9,12.7,1016,843
AP00197,Punjab,PUN-02,Rice,Kharif,Silt,Flood,220,7,78,6.92,1.13,17.6,0.55,1.77,27.7,67.5,637,4.69,2546,1,41.6,26.7,18.4,18.9,2576,12081
AP00198,Punjab,PUN-17,Rice,Rabi,Clay,Sprinkler,378,16,273,7.34,1.01,23.6,0.44,0.1,17.3,37.1,592,0.48,1944,13,16.4,12.7,4.1,7.0,1021,490
AP00199,Punjab,PUN-21,Rice,Kharif,Silt,Flood,436,11,220,7.8,0.59,20.9,1.09,0.1,33.0,69.4,671,1.9,3201,1,17.1,25.1,7.5,10.5,1638,3112
AP00200,Punjab,PUN-22,Rice,Kharif,Clay,Sprinkler,223,3,57,6.65,0.8,8.6,0.6,0.36,31.2,76.8,522,0.75,2613,11,41.2,25.2,17.8,20.8,2342,1756
AP00201,Punjab,PUN-11,Rice,Rabi,Clay,Flood,509,12,189,6.9,0.72,6.1,0.1,1.36,21.1,46.2,493,10.42,3367,4,17.4,26.9,12.4,13.9,2001,20850
AP00202,Punjab,PUN-03,Rice,Rabi,Loamy,Sprinkler,181,8,60,7.58,0.48,2.0,1.1,2.37,11.6,44.8,529,0.42,2808,6,55.1,32.6,20.5,16.5,2698,1133
AP00203,Punjab,PUN-13,Rice,Kharif,Silt,Rainfed,155,6,109,6.84,0.95,19.6,0.58,0.59,35.1,55.0,670,1.13,1100,1,50.6,23.2,14.6,20.4,2235,2525
AP00204,Punjab,PUN-16,Rice,Kharif,Clay,Rainfed,386,21,261,6.83,0.76,6.9,0.66,1.25,34.3,82.5,658,8.46,2916,3,16.7,8.6,5.2,8.3,1033,8739
AP00205,Punjab,PUN-10,Rice,Rabi,Sandy,Sprinkler,313,12,224,7.29,0.25,27.3,0.59,1.23,20.6,69.7,454,1.81,3060,22,48.0,16.7,9.1,13.6,1665,3013
AP00206,Punjab,PUN-12,Rice,Kharif,Loamy,Rainfed,424,15,131,7.77,0.58,9.0,1.72,0.96,26.9,87.0,672,4.25,2481,3,23.9,16.0,12.3,12.8,1703,7237
AP00207,Punjab,PUN-17,Rice,Kharif,Sandy,Flood,184,8,88,6.88,0.11,9.9,0.45,0.78,36.1,,673,1.31,2177,1,59.1,29.0,16.5,21.7,2516,3295
AP00208,Punjab,PUN-08,Rice,Kharif,Loamy,Flood,420,14,213,6.64,0.98,9.0,0.6,1.65,33.9,,680,1.47,2351,2,20.0,11.7,6.1,10.3,1166,1714
AP00209,Punjab,PUN-05,Rice,Rabi,Loamy,Flood,376,20,135,7.48,0.64,12.0,0.43,1.22,19.7,39.4,501,1.97,2897,13,14.7,5.9,8.9,4.6,1135,2235
AP00210,Punjab,PUN-18,Rice,Kharif,Clay,Rainfed,141,7,98,6.72,0.62,15.4,0.29,0.1,26.5,58.1,739,20.62,2003,5,52.6,26.5,15.0,17.0,2359,48642
AP00211,Punjab,PUN-06,Rice,Kharif,Clay,Flood,684,29,410,7.39,0.51,19.8,1.08,0.1,29.6,67.9,631,2.3,3170,7,10.8,6.3,4.0,10.6,851,1957
AP00212,Punjab,PUN-12,Rice,Kharif,Silt,Sprinkler,495,18,184,7.58,0.82,15.1,0.46,0.6,29.0,58.6,746,1.24,2093,2,13.8,11.5,7.4,10.1,1182,1465
AP00213,Punjab,PUN-03,Rice,Kharif,Loamy,Sprinkler,280,16,213,7.04,0.71,6.6,0.44,0.29,33.6,88.0,552,11.72,2729,12,36.7,12.1,8.2,12.6,1338,15681
AP00214,Punjab,PUN-06,Rice,Kharif,Silt,Rainfed,193,11,89,7.21,0.82,14.5,0.1,0.1,31.3,69.1,653,1.73,1615,3,47.1,32.8,19.4,27.5,2799,4842
AP00215,Punjab,PUN-21,Rice,Kharif,Sandy,Sprinkler,518,20,188,5.75,0.62,23.5,1.3,0.1,35.0,74.7,662,1.15,2743,6,19.2,10.3,7.7,5.6,1207,1388
AP00216,Punjab,PUN-15,Rice,Kharif,Loamy,Rainfed,196,5,68,6.84,0.84,11.4,1.55,0.74,26.6,68.0,546,1.05,2273,1,51.4,25.8,14.4,23.3,2359,2476
AP00217,Punjab,PUN-13,Rice,Kharif,Sandy,Sprinkler,854,27,367,6.99,0.48,16.2,0.45,0.27,34.1,90.0,663,2.72,2507,5,12.3,8.4,6.0,5.7,1010,2747
AP00218,Punjab,PUN-02,Rice,Kharif,Silt,Drip,730,28,382,6.43,0.35,4.5,0.88,0.14,32.5,79.7,664,0.9,2694,9,14.0,8.2,4.5,12.2,922,829
AP00219,Punjab,PUN-09,Rice,Kharif,Clay,Flood,403,12,215,7.92,0.88,15.7,1.72,0.72,32.0,64.8,672,1.17,1893,16,23.2,17.3,9.9,21.7,1613,1887
AP00220,Punjab,PUN-09,Rice,Kharif,Silt,Sprinkler,537,18,198,6.67,0.65,4.9,0.6,1.28,32.3,69.3,546,1.06,2790,4,15.3,13.9,7.9,4.6,1357,1438
AP00221,Punjab,PUN-16,Rice,Winter,Silt,Flood,279,4,109,6.0,0.96,28.7,1.5,,16.2,42.3,578,3.29,2098,10,34.0,25.2,11.8,17.8,1932,6356
AP00222,Punjab,PUN-12,Rice,Winter,Sandy,Sprinkler,209,6,77,7.01,0.24,22.2,0.6,0.32,18.2,58.2,504,2.49,2105,5,49.2,27.8,16.1,24.2,2328,5796
AP00223,Punjab,PUN-24,Rice,Rabi,Sandy,Flood,629,29,343,7.26,0.15,7.3,0.14,,14.3,44.3,633,2.98,2019,6,15.5,9.7,6.2,8.1,1054,3140
AP00224,Punjab,PUN-10,Rice,Kharif,Loamy,Flood,394,20,181,6.14,0.1,12.0,0.25,0.1,35.4,70.1,692,21.05,1100,17,28.8,7.4,10.2,19.9,1324,27870
AP00225,Punjab,PUN-05,Rice,Kharif,Silt,Sprinkler,184,3,99,7.38,0.83,7.4,0.16,0.1,25.3,78.1,622,3.45,2493,4,51.3,33.0,19.7,33.4,2721,9387
AP00226,Punjab,PUN-17,Rice,Kharif,Silt,Sprinkler,163,7,41,6.49,0.1,20.5,1.39,0.17,32.1,69.8,673,1.64,2762,24,58.5,26.5,20.2,26.6,2627,4308
AP00227,Punjab,PUN-01,Rice,Rabi,Silt,Sprinkler,387,16,133,6.81,1.08,18.0,0.53,0.38,18.9,53.8,463,0.87,2601,3,25.1,9.9,12.4,4.9,1452,1263
AP00228,Punjab,PUN-09,Rice,Kharif,Silt,Rainfed,127,8,58,7.29,0.28,14.0,0.23,0.62,29.4,80.8,662,1.61,2876,8,44.7,22.7,14.4,23.6,2186,3519
AP00229,Punjab,PUN-13,Rice,Kharif,Loamy,Sprinkler,141,8,98,6.0,0.53,6.2,0.44,0.1,31.7,70.7,742,1.85,2212,7,47.6,28.8,19.4,26.3,2524,4669
AP00230,Punjab,PUN-07,Rice,Rabi,Loamy,Sprinkler,280,19,210,7.02,0.9,5.6,0.98,1.81,11.1,36.1,400,2.05,2137,5,26.0,8.5,6.7,8.0,1203,2466
AP00231,Punjab,PUN-24,Rice,Kharif,Sandy,Rainfed,350,17,225,6.39,0.1,19.9,0.6,1.04,33.4,64.2,650,1.35,2528,1,41.5,17.8,7.2,12.6,1631,2201
AP00232,Punjab,PUN-14,Rice,Kharif,Sandy,Flood,217,2,66,6.79,0.37,23.7,0.42,0.72,37.0,67.5,665,3.54,2154,8,50.1,26.0,20.5,19.8,2575,9115
AP00233,Punjab,PUN-13,Rice,Kharif,Silt,Sprinkler,165,9,87,7.27,0.61,26.2,0.46,0.93,29.0,73.5,649,1.3,2442,9,44.0,23.8,16.7,23.4,2264,2943
AP00234,Punjab,PUN-22,Rice,Kharif,Clay,Flood,485,12,171,7.24,0.82,24.2,0.4,,30.7,,564,13.85,1998,2,14.5,25.6,10.6,21.0,1778,24625
AP00235,Punjab,PUN-22,Rice,Kharif,Clay,Rainfed,493,16,217,6.2,0.94,16.2,1.18,1.77,24.7,66.2,677,3.69,2105,25,14.9,14.7,5.8,4.2,1169,4313
AP00236,Punjab,PUN-13,Rice,Kharif,Loamy,Flood,169,7,102,6.59,0.9,4.3,1.76,0.31,29.0,75.9,666,7.33,2769,11,47.2,31.3,20.2,23.8,2775,20340
AP00237,Punjab,PUN-10,Rice,Rabi,Silt,Flood,458,22,124,6.74,0.69,10.4,2.25,1.05,13.1,37.2,592,0.98,2389,1,16.5,9.2,14.1,9.4,1581,1549
AP00238,Punjab,PUN-04,Rice,Kharif,Loamy,Sprinkler,297,18,110,6.99,1.03,14.8,0.22,,34.0,85.6,699,1.02,2471,2,27.6,10.4,19.0,17.5,1986,2025
AP00239,Punjab,PUN-18,Rice,Kharif,Clay,Flood,251,6,53,7.02,0.4,25.7,1.29,1.5,29.7,68.0,702,1.45,2594,8,60.1,27.4,20.0,27.3,2648,3839
AP00240,Punjab,PUN-05,Rice,Kharif,Sandy,Sprinkler,280,18,173,6.83,0.75,2.0,0.85,0.37,31.4,90.0,654,2.13,2343,3,27.0,13.5,9.4,4.9,1515,3226
AP00241,Punjab,PUN-05,Rice,Kharif,Silt,Rainfed,163,9,40,6.55,0.7,5.4,2.27,0.1,27.7,,609,2.2,2826,1,33.5,24.4,14.2,19.0,2123,4670
AP00242,Punjab,PUN-19,Rice,Rabi,Silt,Rainfed,464,15,173,6.78,1.05,9.7,0.58,1.0,18.3,46.3,626,0.4,2796,2,13.4,11.1,7.6,13.7,1249,499
AP00243,Punjab,PUN-22,Rice,Winter,Silt,Rainfed,90,8,95,7.14,0.6,10.4,1.15,,15.6,48.5,532,1.54,1965,5,32.5,19.0,13.6,16.8,1901,2927
AP00244,Punjab,PUN-09,Rice,Kharif,Loamy,Flood,744,29,371,6.4,0.68,21.2,1.13,0.57,24.0,74.4,632,3.21,2379,1,18.1,10.5,7.0,9.6,1234,3961
AP00245,Punjab,PUN-14,Rice,Rabi,Silt,Flood,182,7,65,7.78,0.43,7.1,0.54,0.1,16.6,51.6,511,9.22,3225,5,43.8,25.9,14.5,21.6,2192,20210
AP00246,Punjab,PUN-22,Rice,Kharif,Sandy,Sprinkler,686,27,280,5.5,0.28,25.4,0.59,1.21,33.8,67.1,684,5.1,1362,2,18.5,12.3,6.6,16.2,1272,6487
AP00247,Punjab,PUN-19,Rice,Kharif,Loamy,Flood,765,25,329,6.21,0.81,25.0,0.51,2.22,31.0,71.8,649,15.56,2173,5,11.7,6.3,4.1,3.0,868,13506
AP00248,Punjab,PUN-03,Rice,Kharif,Silt,Rainfed,175,7,43,6.75,0.64,11.6,0.43,1.19,31.4,,709,2.38,2311,4,54.8,32.6,17.6,26.7,2601,6190
AP00249,Punjab,PUN-05,Rice,Rabi,Loamy,Flood,216,6,78,6.13,0.8,12.0,1.13,0.29,12.6,37.1,419,5.1,2914,8,64.0,33.0,19.8,28.7,2958,15085
AP00250,Punjab,PUN-17,Rice,Kharif,Sandy,Sprinkler,147,9,88,6.63,0.4,2.0,0.59,0.84,30.1,83.9,658,4.48,3220,1,49.7,29.1,20.1,18.3,2635,11804
AP00251,Punjab,PUN-04,Rice,Winter,Clay,Flood,466,11,177,6.83,0.45,29.6,0.53,0.44,15.9,,526,1.34,2705,11,18.3,18.0,11.5,14.3,1661,2225
AP00252,Punjab,PUN-10,Rice,Kharif,Sandy,Drip,280,18,225,6.03,0.32,12.0,0.59,1.51,26.7,55.0,641,4.42,2586,1,27.7,8.5,5.9,12.3,1155,5105
AP00253,Punjab,PUN-19,Rice,Rabi,Loamy,Flood,611,26,371,6.91,0.42,6.7,0.41,0.18,21.3,36.0,554,0.35,1948,25,12.4,6.7,5.2,9.2,946,331
AP00254,Punjab,PUN-10,Rice,Kharif,Loamy,Rainfed,444,11,164,6.32,0.67,19.3,1.91,0.1,26.0,68.6,686,11.51,2901,2,25.0,26.4,11.9,19.9,2016,23204
AP00255,Punjab,PUN-04,Rice,Kharif,Silt,Flood,734,36,327,6.14,0.68,2.0,0.38,0.31,28.6,82.3,556,2.43,2513,6,11.5,9.8,3.5,7.5,898,2182
AP00256,Punjab,PUN-16,Rice,Kharif,Silt,Rainfed,600,32,368,6.5,0.74,6.5,0.42,0.34,32.3,73.7,673,1.33,2584,2,16.0,9.7,4.8,6.9,996,1324
AP00257,Punjab,PUN-09,Rice,Rabi,Clay,Flood,559,21,164,6.75,0.72,6.3,1.18,1.43,8.8,50.4,527,3.22,1666,3,12.1,8.6,10.7,6.2,1249,4021
AP00258,Punjab,PUN-21,Rice,Rabi,Loamy,Rainfed,279,6,61,6.38,0.73,19.6,1.37,0.49,11.7,57.2,478,2.67,2532,1,47.6,26.6,16.6,15.5,2333,6229
AP00259,Punjab,PUN-15,Rice,Kharif,Sandy,Flood,320,21,165,7.4,0.65,13.9,0.22,,31.6,72.9,599,2.97,1995,1,34.4,8.9,9.2,9.0,1232,3659
AP00260,Punjab,PUN-12,Rice,Winter,Loamy,Flood,158,4,57,6.29,0.54,21.7,0.61,1.21,18.2,66.0,444,1.84,3634,14,50.0,33.1,17.9,15.9,2792,5137
AP00261,Punjab,PUN-06,Rice,Kharif,Loamy,Sprinkler,787,24,456,7.09,0.82,8.5,0.37,0.47,27.7,72.3,661,0.92,2554,5,12.7,11.4,5.7,10.3,1063,977
AP00262,Punjab,PUN-05,Rice,Kharif,Silt,Rainfed,401,16,216,7.34,0.85,10.0,0.32,0.48,27.3,67.8,597,1.69,2408,8,17.9,11.5,5.5,3.0,1172,1980
AP00263,Punjab,PUN-11,Rice,Rabi,Silt,Drip,130,7,93,7.22,0.54,18.2,1.1,,16.0,44.7,495,2.5,2787,9,37.5,19.8,11.9,13.9,1930,4825
AP00264,Punjab,PUN-13,Rice,Kharif,Sandy,Rainfed,767,28,281,6.13,0.1,32.2,0.53,0.1,26.0,56.3,666,4.3,2391,13,11.8,7.1,4.9,5.1,942,4050
AP00265,Punjab,PUN-11,Rice,Kharif,Loamy,Rainfed,603,34,397,7.53,0.59,8.3,0.35,0.1,26.7,69.5,696,1.44,3002,25,12.0,7.4,4.5,8.2,890,1281
AP00266,Punjab,PUN-19,Rice,Kharif,Sandy,Flood,630,24,411,5.7,0.54,9.5,0.69,0.7,37.4,81.9,549,13.9,2027,3,13.1,8.1,6.6,15.8,991,13774
